	0	indexes	verdict
1	"[ 225  922 1077  768  111  515 1219  240  993  269 1229  348  578  633
  793  980  477 1207  814 1064  734  545  576 1322  214 1143 1160  987
 1303  703  332  925   89 1180  224 1035 1078  744 1106  358 1001 1057
  698  239  488  781 1101 1285  454 1367  858 1338  764  985 1102  291
  649  146 1335  563 1120  836 1274 1203  502  584  782 1022 1266 1126
  121 1132 1173  141  948  826 1114  313    0  319 1213  126  813  475
  791  538  229 1144 1136  300  132 1168  696 1149 1246  790  567 1153
 1161 1127]"		
0	198689.json		
1	"[ 667  748 1121  759  560  950  564  268  965 1343  772  805 1353  472
 1185  423 1206  792   21 1084  963 1255 1301 1215  217   47 1373 1047
  907  140 1167  404  420  657   58  260   11  228  397  504  663  122
 1299  908  607   76  841   56  494 1193  450 1359 1104  251 1226 1230
  876  289  989  756 1165 1105 1128 1252  458 1110  169  113  484  784
  164  202  342  871  857  879  534  683 1177  590 1272   19 1374 1378
  129  323  804 1199  409  530  428  547  398  158  341  896  548  666
    9  716]"		
0	198690.json		
1	"[ 510  680 1155 1277  797  770  779 1262 1226  629  815  641 1317 1003
 1093  953  367  886 1364  659  702  733 1197  662   79  871 1181   86
  530  940  843  663  398  818  362  241  436  952  116  705  543 1375
 1264 1019  591 1119  789 1033   38  991 1388  514  736   14  639  154
 1056   18  478  979  622   15  996  946  550  983  537   26  429 1007
 1350  724 1377 1221   92  243  155  548 1170  256 1158  741 1096   73
  218 1179  897 1082  411  199  258 1330  602  616  694  943  497  438
   48 1156]"		
0	198691.json		
1	"[1309  199 1394  968  191  750  953  800 1080  498  118 1392 1118  513
 1244  299  450  774  493   86  959  886   21  591  969  427 1195  494
  640 1242 1158 1152  680 1375  702 1231 1119  497   15  882 1167 1156
 1076  469 1067  510  659  720  315 1350  326  447  719  147 1277  440
  810 1362   14  180 1181  779  143 1090  869  646 1007  785 1003  295
  733  822 1273 1070  362  438  507 1330  309  357  451 1337   68  430
  424  173  373  599 1370  150  364  789 1155  365  818  478  622  372
  565  258]"		
0	198692.json		
1	"[ 256   38  897  733  241  770  155 1155  524   92  797  478 1264  796
 1337  705 1109 1181   14  979  680 1350  154   18  436  724  411  757
 1179  736  702  157  591 1082 1033 1019  109  996 1253  629  662  850
  530  398  510 1141  886  695 1262 1302  522  743 1330  439 1375 1221
 1170 1250 1093  940 1007   73  276  843  178  362  679  953 1348  870
  196  250  779  815  513  431 1362 1319  785 1197  367   26 1226  116
  833  641  760 1003  410 1085  235  818  622  550  428 1119  199   15
  258 1394]"		
0	198693.json		
1	"[1155  733   38  770  680  797  241  256  510  897   92  705  478  155
   18  702 1264   14 1019  979  524  154  629  662 1181  436 1033  411
 1262  815 1179 1337  367  940  779 1350  886  996 1093 1109  843  641
  796  724  736 1082 1003   73  591 1197 1277 1007  530  953 1330 1221
  362 1375 1141 1317  550   86  522 1170  543  398  695  850 1253   26
 1250 1364  276 1319  757 1226 1119  743  818  760  659  243  157  622
  116   15 1388  178  218  235  431  258  447  199  983  429  109  741
  639   79]"		
0	198694.json		
1	"[ 680  510 1155 1262  779  770  815  641 1093  629 1277 1317  733  797
 1003  367   79  886  843  662  953  362 1364  705  991  940  659  241
  436  622  702 1019 1197 1033  550  543   38  429 1179  897 1170  243
  992   15 1056   14 1119  154 1375   92 1350 1226   18  789  728 1388
  979  616   86  983  155  818  398   26 1082  218    6  741 1181  736
  478   73  514  530  591  256 1158 1096  639  996  952  871  116 1264
  964  946  679  258  663  524 1221  411 1337  448 1007   48  602 1141
  403  760]"		
0	198695.json		
1	"[ 680  733 1262  770 1093   38 1155   92  510  241  815  897  702  629
  843  154 1082  641  662  367  478  436  155  705 1179 1033  362  256
  736  797  886 1170 1181 1019  550  979  779 1003 1350  530  429  940
 1317  411  695  622   18   14  243  543 1141  524 1109 1119 1364    6
   73  953   79  522 1059 1388  996 1277  679  659 1226 1337  398  666
  992  818  741 1007   26 1319  724  850  785  991  258 1264  235  431
 1197   86 1302 1330  616  602 1221  403  757   15  428  591  663 1375
   44  447]"		
0	198696.json		
1	"[ 770   15 1056   14  680  964  953  622  510  362 1093  992 1262  343
  789 1155   92 1003  429  497  629 1170  843  779  702  797  815  641
  704  733 1082  728  897 1375  705   38  885  241  436  242 1119  886
  367 1317 1319  398  785  666  659  679  616  543  662 1277  882  550
  952 1302  243  315 1033  116   86   79 1179 1264 1197  931 1350   18
 1007  983    6  155  478  256 1058  940 1019  853  451 1141  399 1364
  979   44  946  736  448  154  433  514  196  810  505  991 1250  438
 1158  695]"		
0	198697.json		
1	"[ 696  992  728  853 1132  343  806  610  236  463  859  448   74  622
 1065  158  248 1161 1026 1046 1262  714 1093  489  408  429  254  562
 1339  362  918  637  182 1000  723  635  401  345  417  266   79  646
 1180  242  691  788 1196  694  958  708  767   37  641 1159  885  470
  959  616 1173  704  400  815  680 1158  146  361 1003  791 1056 1170
  279 1377 1338  930  602  548  625  280  991  147 1286  603 1344 1126
  403  766  679  666  879  126  285  291  906  925  600  659 1317  243
 1393  506]"		
0	198699.json		
1	"[ 999  590  953  692  893 1388  601   24  663  789 1377  403  183 1394
  818  616   47 1158 1364 1262   76 1324 1165  468 1140  510 1273  968
 1110  964 1317 1310  819  333  191  158  946 1222  424  448 1392  409
  728 1071 1226  362  680  440 1166  438 1195  398  931 1359   19 1119
 1096  666  997 1156  206 1344  497  714  810  530  217  704 1350  137
 1039  243   21 1170  906  602  871 1167 1003 1210 1155  694  167 1093
  797  607  155  450  861  705  451  428  664 1113  762  147  799  504
  154 1181]"		
0	198700.json		
1	"[ 815  659  510  680  641  991 1277   79  779  367 1155 1003 1262 1317
  702  940  629  543 1093 1364  733  843  622 1033 1197 1119  662 1019
   86  741  550  886   48  436  770   68  218  429  243  983  537 1158
   18  705  430  264  871  447  797  362  996  173 1331   73 1041  952
  232 1211  979 1375  514 1096 1113 1179 1007  639  241  953  946  992
   26  286    6  548 1067 1010  438  728 1059  500  720  154 1170  967
  616 1388   38  411  818  694  673  478  602  760 1377 1056 1181 1221
 1226  495]"		
0	198701.json		
1	"[  38  733  155  241   92  256 1181  680 1109  524  797  478  154 1155
  411  770  705  897  736   18  702  850   14  979 1082  436  510 1033
  629   73 1141 1264  724 1262 1179 1350  662 1337  996 1019  940  367
 1253  843  815 1007  522  530  109 1093  886  779 1170  362  695  796
  641  953  276 1221 1003 1330  543 1348  757  550 1319   86 1364  818
  398  157  235 1375  431 1226 1119 1388 1302  591   24   26 1317 1197
 1277  258 1250  622  679  760  271 1085  833  429  243   15  199  659
  178  785]"		
0	198703.json		
1	"[ 696 1132  728  853  610 1026  806  248 1180  463  343 1161 1159  992
 1046  859 1000  158 1065  637  691  714  236 1173  448  879  489  408
  635  767 1338 1126  345  266 1393  791   37  918  646  146 1286  203
   74  401 1376  625 1232 1284  470  291 1339  723  182  958  959  795
  906  254  562  279  417  788  653  600  502 1144 1196 1377  506  361
  857 1259  400  930  475  698  717  885 1220  704  603  862 1011  541
  484  708  325  454 1162  280  126  165 1324 1154 1022  814  285  925
  437 1366]"		
0	198704.json		
1	"[ 373  962 1315 1281    1  924 1279  210  531 1238  347  399  498  959
  250 1137  977  951  941 1204  796  455 1116  101   44  513 1351  824
  371  970  493  182  278  143 1023  743  204  897  573  948  757  829
  992  404 1030  785    0 1255  554  164 1395 1143 1350  607  102 1128
  919   80  496  233  679  433 1231 1055  512  974  328   23  591  828
  753  794   39 1274  497 1103 1361  443  410  474 1213  953  293  428
  549 1024  870  810  343  688  968  820  710  886 1101  814 1035 1302
 1362 1022]"		
0	198705.json		
1	"[1132 1180  696 1161  248 1173  853 1026 1126  291 1338  814  269 1144
  146  918  454  224  691 1159 1065 1035  343  992  126  182  925  791
  698  562  111  836 1136  463  862 1000  649  728 1078  475 1367   74
  708  121  545  285  437  502  203  332 1022 1366 1220  874 1232  401
 1393  959  489  859  930 1101 1153   89  993  358  610 1246 1120 1376
 1284  214  879 1102  858 1057  806  768  958  723  112 1200 1335  744
 1149  254 1046  635 1154  345  236  795 1143 1213 1097  477 1322  714
  319   37]"		
0	198706.json		
1	"[ 992  362  853  182  429  728  959  696 1262  843  562  242 1132  343
  622 1093  680   74  886  815  679 1003  918  401  641 1170  448   79
  399  616  991  666  806 1350  723  785   44  629 1317  550  243  433
  779  158 1180  403  510  367  859 1155  254 1277 1119  953  659 1158
  236    6  610 1302 1149  770  714   19 1161 1364  484  694  602  931
 1344  280 1056  897  586 1179  241  285 1035 1144   26  436  704  543
  463 1165  646 1128  548  708  430 1082  516  733 1377 1122  663  443
 1019 1058]"		
0	198707.json		
1	"[ 948  371  794 1143  313  814 1101 1035 1274    0  649  919 1078 1322
 1213  980  182  959 1144  102  475 1120  768 1180 1160  828  231 1128
 1132  293  941  348  562 1097 1305 1338  399  782 1116  633  648  328
  853  269  242  793  858  576  785  744 1203 1356  358 1106  781  985
 1149 1064  790  144  836  300 1022 1281  225  862 1302  586  452  278
  224  332 1136  710   44 1367  538 1001  291  918 1200  239 1030  167
  563  115  632  401  233 1161  319 1366  484 1395  350  890  585  454
  820 1105]"		
0	198708.json		
1	"[1155  510  591  770  680 1375  116   38  797  733 1337   14  256  897
  241  705 1350 1264 1181  478  886  524  530  196  398  662 1019  779
  953   92  629 1250  155   18  702 1262 1277  436  154 1197 1093 1179
  199  639   86 1317 1330 1226  789  979  815   15 1007  736 1033  796
  513  362  724 1003  996  940  870 1221  641  818  843  411  367  431
   26  785  757  514 1170  543  497  695  507  720 1109 1082  522  833
  943 1319 1253 1119  743 1056   73  663  659 1141  760  258  276  622
  338 1139]"		
0	198710.json		
1	"[ 253  622  436  155  256 1109  109   48   92 1375  705  733   38  616
  897 1155 1170 1156 1302  783  770  478  680 1007  410  154  702  524
 1262  241 1181 1337 1093  736  641   14  979  773 1119  673  571  196
  797  271   18  996   30 1033  818  720 1319  322  724  695 1253  812
  411 1326 1350  850  428 1061 1141 1165  946  945  779 1264 1248  510
 1179  157 1082  679  843  785 1298  362  258  662 1223  178  815  760
  629  333 1344  398  810 1330  757 1050 1002  666  530  522  199  451
  886   73]"		
0	198711.json		
1	"[1250  604  196  897  733   14 1337  199 1264  116  109  591 1375  770
 1155  524  256  705  720  331   38   15  155  870   90  797 1330  311
   92  398  789  478 1362 1178  757 1179 1350  241  810  680  513 1029
 1340 1109 1253  154  497  436  979  953  779 1262  510 1349  443 1181
  451  338  134  818  185 1170  968 1093  736 1394   18 1184  450  774
  796  679  882 1002  815  629  724  695  785 1070 1007  702  622 1197
  964 1319  530 1392  431 1317  886  118 1019  421  439  507  662  157
  258  608]"		
0	198712.json		
1	"[1167 1181  450  494  663 1226  510 1206  871   47 1165  736  965  140
  953  398 1193  666  646  158  680   58  530 1047  548  428 1156   15
 1255 1119   14  602  497 1394  478  629  792 1093  679   21  438 1128
  733  779   19  882 1003  770 1170   76  423  154  362  694  448 1317
 1388  702 1262  228  906  641  622  547  484 1377  659 1007 1277   92
  543 1155  815  992  857  886 1343  447  403  968  843 1252  436  504
   86  818   11  662  472  429 1056  537  315  800   79  367  199 1344
    9 1096]"		
0	198713.json		
1	"[ 797 1155 1264  770  953  705  692  789  870  116   14  897 1071  510
  256  155  398 1250  680  733  196 1388  979  662  591 1262   38 1337
  818  497  241  724 1375 1350 1197  154  639 1181 1317 1019  946   90
 1226 1170 1394  629  743  779   92  886  810  436   18  478  796  157
   15  952   86  530  964 1385 1221  338  702  524 1364  943  760 1082
  626  815  243 1253 1277 1093  362  663 1141 1179  178  736  616  983
 1007  757 1119 1033  199  218 1003  428  968  431   24  996  641 1109
 1330  940]"		
0	198714.json		
1	"[ 680  510 1277 1155  815  779 1262 1317 1093  641 1003  659   79  886
  991  629  367 1056  770  622  362  953  702  843  733  514 1197 1019
 1158  705  662  789  429  992  543 1375 1119 1364  639   86  797  940
  728   15 1350  436  741  116 1033 1377  243  241  983  591  430  550
  952  150  964  897 1170  448   26 1179  968  173   38   18  218   14
  147  774  438  548  663  602  818  199  694  871  996 1096   92  530
    6  616  447  398  264 1388 1007  931  946  343 1337  497  451  979
   68 1331]"		
0	198715.json		
1	"[ 680  362  429 1262  843  815  641  510  992 1093  886 1003 1155  629
  367  770  779  622  733 1364  241  550  659 1277   79  243  940  702
 1170   38 1082 1317  991 1019 1033  436  953 1119   92  543  662 1350
  728 1179  616  705  797  154  242  679  530  666  736  478   26  897
  741    6 1181  403  979   18  785  695 1197   24  602  155  256   73
   86  996  411 1141  853 1302 1388 1319 1226 1158  448   44   15   14
  258  433  663 1059 1096  818 1056   48 1007  694  524  447  431  398
 1375  871]"		
0	198717.json		
1	"[1132  853  992  696  728 1180  343  562  918 1026  158 1338   74 1161
  925  248 1078  146  182  291 1065  814 1159  806 1126  362  616  448
 1149 1000  708 1344 1154  463  285 1165  254  859  399 1128  126 1046
  236  795 1284  999 1035  489  959 1173  345 1252  242  475  484  714
 1144  622  704  666  403  586  791  646 1101  610  401 1120  332  454
 1262  879  893  691  857 1393  679 1232  885  906  429  167  358  203
  723 1030  953 1158  502  280  931  424  858  111  224 1324  930  226
  341 1093]"		
0	198718.json		
1	"[ 696  992  853 1132  728  343  622   74  806  610 1161  401  463  708
  859  429  254  562 1065 1262  236  362  918  182  616 1026  242  158
  248 1093  448  489  714   79  723 1046  641  958 1180  959  885  930
  680  417  815  146 1173  691 1000  361 1339  345 1170 1003 1159  646
  788 1338  666 1158  925  285  791 1344  243  814   37  408  694  767
  548  291 1144  698 1113  603  637 1119  843 1058 1196  635  991  659
  779 1149 1126  433  879  679   30  403  266  279  704  148  484  147
  280  475]"		
0	198719.json		
1	"[1132  182  562 1180  853  992  586 1035  399  814  696   74  918  362
 1338 1128 1149  343 1078  291  484  285  791  728 1022 1161  475  708
  959  401  925  723  242 1122 1144 1274 1322 1143 1026  146  502  649
  679  254  248  666  358 1101  228   19 1154 1173  126  332 1120  429
  752  616  607 1165  269 1302 1126  293  858  280  622  158 1213  224
 1284  167  744 1159  790  448 1367  111 1220 1136 1393 1170 1065 1262
 1344  454  489 1030  930 1000  698 1252  341  859  806   89  403  862
  704  463]"		
0	198720.json		
1	"[ 992  362 1302 1350  897  679   92  399  680 1262  241  785 1170  182
  843 1093 1155   38  886  429   44  562  622  959 1116  242  770 1128
  157  733 1082   23  853  666  243 1003  953 1179  431  705  728  629
  616  433  931  343  478  155 1141  436  757  702  256 1274  815   14
 1019  695 1085  736  524 1319  403  530    6  550  510 1033  641  102
  398  154 1132 1119  797 1344   19 1165  662   24 1317 1143  696  367
   74 1149   15  315  918  586  448 1337  443  512  428  178 1181   18
   26  779]"		
0	198721.json		
1	"[1155  733  680   38  770  510  702   18  241  256  797  478   92  629
  705 1019  662  436  815  524 1033  779  897  979  940  367 1181 1262
  996  641  411 1264  886  154  843 1277  155 1179 1093 1003 1337 1350
  796  659  724 1007   86   14 1197   73  736  591 1109 1375  543 1082
 1221 1330  362 1119  550 1317  530 1319   26  953  522  622 1170  743
  447 1141  695  276 1364 1253  741  991   79  760  199 1226  757  243
  398  429  178  218  850  720  258  818   68 1250  639  235   15  431
 1059   48]"		
