	verdict	intersection
45	198675.json	[13, 20, 31, 43, 45, 48, 65, 66, 87, 88, 92, 119, 127, 152, 153, 154, 159, 188, 202, 240, 241, 273, 303, 304, 313, 324, 337, 364, 391, 393, 398, 406, 407, 431, 458, 466, 499, 553, 589, 591, 595, 599, 624, 642, 645, 664, 665, 686, 689, 702, 705, 715, 742, 750, 762, 797, 812, 850, 887, 895, 934, 944, 952, 978, 979, 982, 988, 994, 1004, 1007, 1015, 1050, 1082, 1095, 1109, 1112, 1118, 1123, 1125, 1150, 1157, 1178, 1185, 1190, 1191, 1206, 1217, 1225, 1236, 1240, 1265, 1280, 1288, 1301, 1312, 1313, 1329, 1333, 1348, 1381]
46	198676.json	[15, 74, 111, 126, 146, 165, 214, 236, 266, 271, 279, 321, 325, 341, 361, 381, 400, 448, 450, 454, 473, 475, 477, 489, 494, 497, 502, 515, 536, 542, 545, 567, 577, 578, 584, 610, 616, 652, 698, 708, 717, 719, 722, 784, 803, 810, 837, 841, 857, 874, 882, 885, 893, 896, 906, 932, 953, 964, 1011, 1026, 1056, 1078, 1079, 1126, 1136, 1145, 1153, 1156, 1158, 1159, 1162, 1167, 1169, 1173, 1194, 1195, 1207, 1229, 1262, 1286, 1335, 1338, 1342, 1352, 1367, 1377, 1378, 1393, 1394]
47	198677.json	[43, 45, 66, 73, 86, 92, 95, 103, 119, 127, 152, 153, 154, 156, 173, 189, 230, 241, 267, 273, 302, 313, 318, 364, 372, 382, 393, 398, 411, 431, 452, 466, 479, 518, 524, 526, 543, 572, 587, 589, 591, 599, 601, 628, 644, 645, 661, 664, 665, 673, 686, 689, 712, 731, 750, 762, 797, 850, 852, 921, 934, 944, 946, 952, 988, 1002, 1004, 1036, 1049, 1050, 1081, 1087, 1089, 1090, 1109, 1135, 1141, 1172, 1178, 1181, 1191, 1206, 1208, 1212, 1223, 1225, 1240, 1249, 1265, 1277, 1321, 1331, 1333, 1354, 1375, 1381]
48	198678.json	[55, 74, 89, 113, 141, 146, 228, 254, 265, 293, 306, 319, 327, 341, 342, 346, 353, 389, 396, 399, 420, 423, 448, 451, 475, 494, 502, 539, 541, 581, 585, 586, 607, 683, 708, 723, 734, 744, 752, 783, 784, 786, 791, 862, 879, 880, 913, 922, 939, 942, 958, 959, 966, 1011, 1035, 1045, 1063, 1064, 1078, 1085, 1091, 1097, 1105, 1113, 1114, 1122, 1132, 1136, 1144, 1145, 1156, 1165, 1167, 1180, 1200, 1220, 1232, 1261, 1266, 1273, 1322, 1336, 1338, 1345, 1356, 1366, 1367, 1373, 1377, 1378, 1393]
49	198679.json	[12, 15, 33, 93, 165, 206, 226, 287, 394, 400, 434, 438, 468, 473, 487, 489, 494, 506, 541, 542, 557, 594, 598, 616, 645, 646, 676, 714, 719, 730, 737, 809, 810, 837, 840, 861, 866, 882, 885, 892, 893, 906, 953, 954, 964, 999, 1000, 1026, 1046, 1054, 1077, 1110, 1140, 1154, 1158, 1163, 1166, 1182, 1194, 1195, 1207, 1210, 1273, 1286, 1310, 1345, 1352, 1359, 1373, 1377, 1378, 1394]
50	198680.json	[1, 4, 6, 9, 19, 69, 110, 174, 178, 223, 225, 243, 259, 350, 352, 358, 371, 410, 423, 433, 461, 474, 492, 512, 523, 529, 538, 564, 565, 607, 632, 688, 703, 709, 744, 748, 774, 777, 786, 876, 880, 881, 883, 890, 909, 920, 926, 927, 951, 965, 980, 985, 992, 1021, 1030, 1039, 1059, 1063, 1110, 1131, 1204, 1213, 1231, 1232, 1238, 1251, 1269, 1279, 1290, 1296, 1315, 1318, 1334, 1337, 1341, 1353, 1366]
51	198681.json	[1, 2, 4, 5, 25, 82, 118, 129, 133, 150, 178, 252, 259, 268, 283, 326, 338, 339, 392, 402, 426, 433, 435, 455, 478, 492, 500, 501, 514, 529, 555, 573, 574, 620, 638, 643, 709, 738, 753, 777, 821, 839, 848, 849, 873, 876, 881, 900, 904, 926, 951, 956, 984, 1036, 1059, 1088, 1098, 1099, 1142, 1168, 1204, 1205, 1213, 1226, 1234, 1238, 1250, 1251, 1270, 1279, 1304, 1315, 1318, 1351, 1363, 1385]
52	198683.json	[6, 19, 23, 58, 97, 100, 115, 144, 167, 175, 206, 256, 288, 306, 307, 313, 314, 317, 328, 336, 371, 390, 421, 423, 428, 461, 478, 484, 496, 512, 530, 538, 549, 554, 565, 570, 607, 632, 677, 688, 692, 713, 779, 781, 815, 824, 830, 831, 848, 863, 876, 883, 884, 890, 903, 904, 913, 920, 927, 939, 945, 952, 956, 970, 1017, 1036, 1072, 1080, 1085, 1097, 1110, 1138, 1179, 1231, 1237, 1239, 1251, 1255, 1269, 1279, 1281, 1322, 1330, 1334, 1362, 1370, 1395]
53	198684.json	[19, 39, 41, 44, 67, 71, 100, 101, 102, 107, 129, 133, 169, 174, 202, 210, 233, 235, 244, 245, 247, 250, 259, 260, 314, 328, 336, 347, 357, 362, 363, 373, 385, 390, 392, 412, 428, 430, 433, 439, 461, 465, 483, 500, 507, 517, 521, 529, 530, 564, 565, 573, 574, 579, 580, 620, 693, 709, 713, 739, 741, 753, 757, 777, 782, 785, 796, 805, 808, 829, 867, 876, 886, 903, 933, 941, 956, 962, 971, 977, 1014, 1024, 1058, 1059, 1062, 1072, 1073, 1088, 1106, 1138, 1188, 1198, 1204, 1205, 1230, 1234, 1237, 1238, 1255, 1257, 1270, 1279, 1281, 1292, 1306, 1318, 1350, 1365, 1379]
54	198685.json	[10, 14, 27, 35, 36, 37, 42, 50, 51, 53, 57, 60, 61, 64, 75, 78, 94, 99, 106, 124, 125, 126, 140, 179, 183, 217, 248, 255, 266, 271, 277, 284, 290, 321, 349, 370, 372, 373, 374, 375, 376, 377, 378, 379, 380, 381, 394, 395, 403, 420, 434, 435, 436, 437, 438, 439, 440, 441, 442, 443, 444, 445, 446, 447, 448, 449, 450, 451, 452, 453, 454, 455, 456, 457, 458, 459, 460, 461, 462, 463, 464, 465, 466, 467, 468, 469, 470, 471, 472, 473, 474, 475, 476, 477, 478, 479, 480, 481, 482, 483, 484, 485, 486, 487, 488, 489, 490, 491, 492, 493, 494, 495, 496, 497, 498, 499, 500, 501, 502, 503, 504, 505, 506, 507, 508, 509, 510, 511, 512, 513, 514, 515, 516, 517, 518, 519, 520, 522, 542, 548, 561, 567, 576, 587, 593, 610, 625, 635, 652, 664, 668, 694, 703, 704, 736, 773, 806, 816, 826, 857, 865, 874, 878, 893, 896, 917, 922, 935, 1008, 1016, 1018, 1026, 1049, 1056, 1108, 1126, 1146, 1156, 1162, 1166, 1170, 1196, 1207, 1209, 1219, 1245, 1273, 1287, 1342, 1360, 1373, 1374, 1380]
55	198687.json	[111, 113, 114, 144, 146, 167, 175, 206, 217, 225, 254, 288, 314, 317, 328, 329, 341, 358, 370, 371, 390, 396, 409, 421, 423, 456, 468, 472, 484, 496, 501, 512, 534, 538, 549, 554, 563, 578, 598, 607, 692, 703, 734, 748, 765, 781, 783, 786, 804, 810, 822, 827, 830, 863, 869, 909, 920, 939, 942, 945, 987, 1021, 1036, 1071, 1077, 1080, 1110, 1131, 1165, 1168, 1172, 1182, 1199, 1229, 1233, 1296, 1298, 1334, 1343, 1345, 1378]
56	198689.json	[20, 25, 43, 45, 48, 62, 66, 102, 137, 150, 177, 188, 241, 247, 251, 252, 259, 260, 268, 292, 326, 338, 359, 398, 402, 406, 409, 424, 428, 435, 457, 458, 466, 501, 514, 530, 549, 551, 554, 624, 658, 665, 705, 713, 738, 742, 777, 779, 797, 824, 825, 845, 848, 856, 883, 895, 899, 900, 904, 916, 937, 946, 956, 975, 979, 988, 1014, 1015, 1017, 1036, 1072, 1082, 1098, 1099, 1118, 1121, 1124, 1131, 1142, 1185, 1187, 1191, 1192, 1226, 1255, 1277, 1278, 1280, 1281, 1293, 1309, 1332, 1346, 1355, 1370, 1381, 1389, 1392]
57	198690.json	[20, 25, 33, 34, 43, 45, 59, 62, 105, 145, 150, 153, 191, 194, 221, 251, 268, 273, 317, 326, 343, 359, 370, 402, 409, 424, 428, 435, 457, 466, 468, 501, 549, 551, 554, 564, 608, 645, 660, 686, 692, 742, 777, 789, 797, 799, 824, 825, 827, 845, 847, 848, 856, 883, 900, 904, 920, 934, 937, 946, 951, 952, 956, 960, 995, 1025, 1036, 1071, 1098, 1110, 1118, 1131, 1177, 1182, 1187, 1206, 1223, 1226, 1228, 1275, 1278, 1293, 1332, 1349, 1370, 1385, 1392]
58	198691.json	[18, 21, 31, 33, 40, 43, 45, 66, 86, 92, 105, 117, 152, 153, 189, 208, 241, 249, 264, 267, 294, 299, 302, 309, 337, 364, 366, 367, 374, 382, 393, 398, 447, 452, 467, 510, 543, 558, 571, 591, 599, 601, 623, 629, 638, 662, 665, 666, 673, 681, 702, 712, 733, 750, 762, 812, 944, 946, 952, 968, 969, 979, 1002, 1003, 1004, 1007, 1010, 1017, 1036, 1042, 1135, 1184, 1187, 1191, 1195, 1206, 1208, 1212, 1215, 1221, 1277, 1309, 1319, 1331, 1371, 1375, 1392]
59	198692.json	[1, 18, 72, 82, 130, 137, 145, 150, 160, 172, 188, 194, 205, 213, 218, 222, 234, 251, 267, 268, 272, 294, 302, 316, 326, 343, 364, 373, 414, 425, 445, 457, 458, 469, 481, 500, 527, 597, 609, 623, 631, 666, 669, 724, 725, 741, 770, 800, 856, 877, 900, 902, 923, 937, 940, 947, 973, 979, 990, 996, 997, 1014, 1024, 1036, 1058, 1083, 1098, 1125, 1130, 1142, 1187, 1193, 1215, 1221, 1242, 1277, 1307, 1316, 1317, 1327, 1332, 1363, 1371, 1392, 1395]
60	198693.json	[25, 34, 43, 86, 105, 145, 153, 206, 215, 222, 251, 267, 289, 294, 302, 310, 314, 326, 329, 343, 409, 410, 435, 457, 486, 544, 549, 554, 590, 591, 598, 675, 692, 709, 775, 824, 856, 872, 883, 904, 938, 951, 956, 985, 990, 997, 1010, 1021, 1036, 1071, 1072, 1098, 1110, 1131, 1172, 1187, 1204, 1225, 1228, 1251, 1294, 1349, 1363, 1370, 1375, 1385]
61	198694.json	[20, 44, 45, 48, 63, 97, 102, 105, 135, 160, 164, 188, 202, 218, 251, 252, 260, 267, 314, 316, 326, 328, 343, 359, 392, 398, 406, 428, 430, 457, 458, 481, 500, 509, 517, 527, 530, 549, 554, 558, 591, 609, 614, 615, 619, 623, 636, 665, 666, 675, 692, 705, 713, 735, 742, 755, 760, 770, 777, 779, 824, 832, 833, 856, 870, 876, 883, 938, 951, 956, 962, 974, 977, 979, 990, 997, 1014, 1036, 1058, 1062, 1082, 1083, 1099, 1130, 1187, 1193, 1234, 1255, 1318, 1332, 1363, 1371, 1379, 1392]
62	198695.json	[43, 45, 76, 87, 92, 115, 123, 138, 144, 148, 154, 155, 162, 167, 175, 184, 206, 216, 240, 253, 299, 313, 317, 330, 348, 371, 478, 510, 570, 601, 633, 645, 648, 713, 722, 733, 738, 754, 762, 812, 818, 848, 850, 866, 881, 934, 938, 939, 942, 945, 946, 952, 987, 1004, 1007, 1017, 1035, 1036, 1042, 1085, 1093, 1108, 1110, 1133, 1178, 1191, 1206, 1217, 1223, 1225, 1239, 1244, 1256, 1278, 1280, 1333]
63	198696.json	[18, 21, 45, 48, 76, 101, 105, 145, 188, 189, 202, 234, 241, 267, 268, 273, 313, 326, 338, 343, 382, 398, 411, 424, 447, 467, 500, 509, 510, 518, 524, 543, 544, 571, 589, 591, 599, 628, 644, 662, 665, 666, 673, 675, 725, 740, 741, 742, 770, 775, 797, 832, 856, 900, 943, 944, 952, 956, 979, 983, 988, 1014, 1017, 1067, 1081, 1083, 1135, 1155, 1184, 1187, 1191, 1193, 1197, 1206, 1208, 1212, 1223, 1226, 1277, 1331, 1332, 1349, 1357, 1363, 1382, 1392]
64	198697.json	[15, 37, 96, 112, 121, 126, 165, 201, 214, 224, 236, 266, 279, 319, 325, 349, 381, 400, 434, 437, 448, 454, 463, 473, 476, 477, 489, 494, 502, 515, 541, 542, 545, 557, 577, 584, 610, 634, 635, 637, 652, 653, 676, 691, 698, 704, 719, 727, 730, 784, 788, 809, 836, 865, 874, 882, 885, 888, 953, 954, 958, 964, 993, 1000, 1026, 1046, 1051, 1053, 1056, 1065, 1126, 1136, 1146, 1151, 1153, 1159, 1161, 1162, 1164, 1167, 1169, 1173, 1186, 1194, 1196, 1207, 1220, 1246, 1285, 1335, 1338, 1352, 1367, 1373, 1376, 1393, 1394]
65	198699.json	[29, 33, 34, 43, 45, 76, 86, 92, 144, 153, 167, 175, 189, 206, 216, 241, 253, 268, 273, 313, 317, 329, 331, 388, 409, 418, 435, 452, 466, 468, 505, 570, 590, 599, 601, 645, 664, 686, 692, 754, 762, 775, 797, 799, 818, 837, 848, 850, 882, 934, 946, 952, 953, 954, 987, 990, 999, 1004, 1036, 1071, 1094, 1108, 1110, 1172, 1182, 1191, 1195, 1206, 1210, 1225, 1228, 1265, 1332, 1333, 1349, 1370, 1375, 1385]
66	198700.json	[6, 22, 33, 76, 79, 110, 116, 148, 157, 167, 168, 175, 179, 196, 230, 232, 256, 263, 264, 282, 299, 308, 309, 317, 326, 331, 369, 388, 396, 402, 409, 426, 451, 452, 512, 524, 537, 600, 601, 641, 644, 663, 664, 670, 673, 675, 681, 683, 720, 740, 748, 765, 779, 789, 792, 799, 810, 811, 818, 834, 840, 861, 869, 870, 884, 938, 946, 960, 983, 1033, 1036, 1043, 1048, 1076, 1081, 1093, 1110, 1113, 1131, 1155, 1176, 1181, 1187, 1223, 1253, 1265, 1299, 1310, 1319, 1328, 1349, 1370, 1381]
67	198701.json	[33, 43, 45, 73, 76, 86, 92, 109, 154, 156, 157, 173, 179, 189, 193, 253, 302, 313, 329, 331, 382, 388, 411, 452, 479, 510, 518, 524, 537, 543, 572, 587, 599, 601, 661, 664, 673, 681, 686, 712, 736, 740, 762, 797, 818, 832, 850, 852, 938, 944, 946, 952, 960, 1004, 1017, 1031, 1036, 1048, 1049, 1050, 1081, 1087, 1089, 1109, 1135, 1141, 1172, 1181, 1187, 1206, 1208, 1212, 1223, 1225, 1248, 1253, 1265, 1299, 1305, 1319, 1331, 1349, 1354, 1375]
68	198703.json	[12, 37, 89, 96, 112, 121, 126, 141, 165, 201, 203, 214, 224, 236, 266, 287, 319, 325, 345, 361, 379, 381, 400, 408, 437, 448, 454, 470, 477, 494, 502, 515, 525, 545, 556, 557, 561, 577, 584, 603, 605, 625, 635, 637, 653, 657, 676, 691, 698, 719, 730, 752, 756, 784, 795, 807, 809, 826, 836, 865, 874, 885, 888, 958, 993, 1026, 1046, 1051, 1053, 1056, 1064, 1065, 1086, 1102, 1114, 1115, 1126, 1129, 1136, 1151, 1153, 1159, 1161, 1162, 1164, 1169, 1173, 1186, 1200, 1220, 1246, 1259, 1260, 1338, 1356, 1360, 1367, 1376, 1393]
69	198704.json	[4, 9, 39, 69, 91, 118, 129, 131, 164, 174, 177, 178, 185, 210, 220, 223, 283, 286, 295, 311, 312, 338, 350, 385, 404, 410, 433, 443, 461, 464, 465, 474, 480, 492, 500, 529, 565, 573, 574, 579, 604, 643, 687, 707, 709, 710, 739, 743, 769, 796, 821, 829, 835, 860, 867, 868, 876, 886, 911, 918, 924, 926, 930, 933, 941, 980, 1001, 1023, 1024, 1029, 1030, 1039, 1059, 1098, 1103, 1106, 1138, 1183, 1204, 1205, 1213, 1231, 1238, 1250, 1251, 1257, 1267, 1279, 1306, 1311, 1314, 1315, 1318, 1340, 1341, 1353, 1386]
70	198705.json	[37, 96, 112, 121, 126, 165, 203, 214, 224, 229, 236, 266, 290, 291, 319, 325, 345, 349, 361, 381, 400, 408, 437, 454, 463, 473, 476, 477, 489, 494, 502, 515, 539, 542, 545, 561, 577, 578, 584, 603, 610, 625, 635, 637, 653, 676, 691, 698, 704, 719, 727, 730, 795, 807, 809, 826, 836, 859, 865, 874, 888, 993, 999, 1000, 1026, 1046, 1051, 1053, 1064, 1065, 1086, 1102, 1114, 1126, 1132, 1136, 1144, 1146, 1151, 1153, 1154, 1159, 1161, 1162, 1164, 1169, 1173, 1186, 1196, 1200, 1207, 1214, 1219, 1220, 1246, 1285, 1335, 1338, 1352, 1367, 1373, 1376, 1393]
71	198706.json	[6, 19, 23, 46, 47, 114, 174, 177, 178, 242, 257, 270, 288, 306, 310, 314, 352, 387, 390, 404, 410, 423, 439, 461, 465, 512, 529, 538, 565, 569, 585, 607, 621, 632, 640, 677, 683, 687, 688, 703, 744, 748, 780, 786, 791, 820, 843, 853, 863, 880, 890, 903, 909, 913, 914, 959, 965, 984, 985, 1021, 1030, 1063, 1097, 1103, 1114, 1128, 1149, 1168, 1204, 1205, 1231, 1233, 1238, 1251, 1255, 1266, 1269, 1272, 1279, 1322, 1336, 1337, 1353, 1356, 1366]
72	198707.json	[6, 19, 23, 58, 100, 114, 115, 151, 167, 168, 197, 231, 242, 250, 256, 257, 259, 276, 306, 314, 317, 327, 328, 342, 346, 347, 371, 390, 410, 419, 426, 429, 461, 465, 484, 496, 507, 512, 513, 538, 554, 565, 569, 580, 581, 606, 607, 620, 621, 632, 640, 677, 683, 695, 709, 713, 764, 777, 781, 785, 786, 792, 794, 802, 828, 830, 843, 880, 884, 890, 903, 913, 914, 939, 956, 981, 1009, 1012, 1035, 1045, 1063, 1072, 1073, 1085, 1128, 1179, 1231, 1237, 1239, 1251, 1269, 1281, 1302, 1322, 1336]
73	198708.json	[4, 6, 69, 118, 133, 148, 150, 174, 175, 191, 206, 247, 251, 259, 270, 311, 314, 326, 328, 338, 369, 385, 387, 404, 409, 410, 427, 433, 440, 461, 478, 485, 500, 512, 513, 529, 534, 538, 549, 565, 574, 607, 632, 638, 697, 709, 779, 789, 822, 848, 869, 876, 900, 903, 904, 907, 909, 920, 933, 956, 1010, 1030, 1036, 1039, 1080, 1098, 1108, 1110, 1138, 1148, 1172, 1187, 1213, 1231, 1238, 1250, 1251, 1255, 1269, 1279, 1281, 1315, 1318, 1330, 1349, 1370]
74	198710.json	[30, 33, 43, 123, 138, 144, 148, 155, 162, 166, 167, 184, 190, 232, 253, 262, 263, 288, 321, 340, 344, 358, 388, 418, 421, 435, 468, 501, 504, 533, 570, 582, 616, 641, 663, 722, 733, 738, 746, 754, 762, 783, 798, 803, 811, 818, 881, 925, 945, 946, 949, 987, 989, 1017, 1021, 1034, 1036, 1060, 1093, 1094, 1110, 1133, 1254, 1266, 1278, 1370, 1377]
75	198711.json	[1, 2, 4, 9, 69, 118, 129, 131, 133, 139, 150, 174, 185, 194, 223, 247, 251, 259, 270, 283, 286, 295, 311, 338, 385, 410, 427, 433, 443, 445, 461, 464, 492, 500, 529, 565, 566, 573, 574, 579, 604, 608, 660, 710, 743, 769, 796, 821, 860, 867, 876, 877, 900, 904, 907, 909, 928, 930, 933, 980, 1023, 1029, 1030, 1039, 1059, 1088, 1098, 1152, 1183, 1204, 1213, 1231, 1238, 1250, 1251, 1263, 1267, 1269, 1270, 1279, 1281, 1306, 1311, 1314, 1315, 1318, 1341, 1363, 1386]
76	198712.json	[13, 20, 31, 43, 45, 48, 62, 66, 88, 102, 119, 127, 137, 145, 152, 153, 188, 202, 208, 215, 241, 260, 273, 313, 359, 366, 393, 398, 406, 441, 458, 466, 493, 498, 503, 509, 522, 530, 553, 559, 589, 591, 599, 624, 642, 658, 665, 666, 672, 686, 705, 715, 742, 797, 845, 850, 856, 875, 895, 899, 900, 952, 975, 979, 988, 994, 1015, 1050, 1082, 1090, 1112, 1118, 1125, 1157, 1177, 1185, 1191, 1193, 1208, 1212, 1226, 1236, 1247, 1264, 1277, 1278, 1301, 1313, 1329, 1332, 1333, 1348, 1357]
77	198713.json	[25, 34, 43, 105, 145, 153, 156, 160, 192, 267, 268, 273, 302, 329, 359, 377, 393, 407, 432, 457, 458, 469, 518, 544, 558, 571, 591, 631, 669, 675, 686, 724, 740, 741, 754, 775, 797, 825, 832, 856, 889, 931, 938, 944, 946, 957, 979, 990, 997, 1002, 1004, 1031, 1036, 1058, 1066, 1125, 1135, 1172, 1187, 1193, 1197, 1206, 1208, 1212, 1215, 1223, 1242, 1265, 1277, 1282, 1304, 1305, 1313, 1332, 1349, 1355, 1370, 1371, 1375, 1385, 1392]
78	198714.json	[22, 33, 34, 47, 93, 118, 148, 153, 167, 175, 206, 221, 288, 294, 309, 326, 331, 369, 501, 510, 512, 534, 549, 590, 598, 638, 675, 681, 692, 733, 779, 789, 811, 817, 822, 834, 848, 861, 883, 890, 901, 909, 946, 952, 968, 969, 1010, 1021, 1036, 1047, 1071, 1080, 1107, 1108, 1110, 1131, 1195, 1231, 1251, 1309, 1310, 1345, 1349, 1362, 1363, 1366, 1370, 1385]
79	198715.json	[7, 19, 23, 41, 58, 100, 104, 114, 115, 122, 151, 182, 228, 231, 235, 242, 250, 285, 314, 328, 347, 358, 371, 390, 391, 430, 439, 456, 461, 465, 484, 496, 512, 513, 517, 530, 538, 569, 580, 581, 606, 607, 620, 621, 640, 677, 695, 709, 764, 768, 781, 786, 792, 802, 804, 830, 843, 851, 853, 880, 884, 886, 903, 913, 914, 919, 939, 941, 956, 1045, 1063, 1072, 1073, 1085, 1138, 1231, 1237, 1239, 1251, 1269, 1281, 1296, 1305, 1322, 1334]
80	198717.json	[33, 111, 113, 153, 161, 175, 187, 206, 216, 217, 226, 287, 302, 329, 331, 370, 409, 434, 435, 440, 468, 486, 487, 488, 497, 534, 578, 593, 598, 601, 616, 633, 645, 646, 754, 762, 784, 789, 804, 809, 810, 819, 822, 837, 848, 861, 866, 869, 882, 893, 907, 934, 939, 945, 953, 954, 969, 987, 999, 1021, 1036, 1071, 1077, 1080, 1094, 1107, 1108, 1110, 1140, 1158, 1166, 1172, 1194, 1195, 1210, 1219, 1228, 1229, 1273, 1304, 1342, 1343, 1345, 1359, 1378, 1394]
81	198718.json	[15, 74, 89, 111, 146, 165, 181, 201, 214, 224, 321, 333, 348, 361, 394, 417, 418, 454, 475, 476, 477, 489, 494, 502, 515, 545, 567, 577, 616, 652, 676, 696, 698, 708, 722, 737, 788, 806, 809, 810, 836, 840, 857, 865, 874, 885, 896, 906, 958, 987, 989, 1011, 1018, 1026, 1034, 1053, 1061, 1065, 1077, 1079, 1092, 1096, 1119, 1132, 1136, 1144, 1145, 1153, 1156, 1162, 1169, 1170, 1194, 1207, 1229, 1335, 1338, 1342, 1367, 1376, 1393]
82	198719.json	[69, 74, 89, 96, 111, 113, 122, 141, 144, 151, 182, 228, 231, 288, 291, 293, 300, 301, 319, 341, 342, 346, 348, 353, 399, 420, 475, 484, 494, 502, 534, 539, 541, 581, 586, 607, 621, 633, 708, 723, 744, 745, 752, 768, 781, 791, 793, 804, 816, 823, 851, 858, 862, 863, 880, 913, 922, 939, 942, 966, 987, 1022, 1035, 1063, 1064, 1077, 1078, 1085, 1092, 1097, 1105, 1114, 1122, 1136, 1144, 1149, 1156, 1160, 1180, 1189, 1203, 1219, 1220, 1266, 1273, 1322, 1335, 1338, 1356, 1359, 1367, 1373, 1378, 1393]
83	198720.json	[7, 19, 23, 39, 41, 71, 87, 100, 102, 104, 129, 151, 174, 204, 223, 233, 239, 246, 261, 278, 314, 328, 330, 336, 347, 356, 357, 362, 385, 390, 391, 433, 439, 461, 465, 500, 513, 517, 529, 530, 531, 538, 564, 569, 574, 607, 693, 718, 739, 753, 764, 781, 782, 796, 805, 843, 863, 867, 876, 886, 903, 904, 933, 941, 956, 970, 971, 972, 1001, 1014, 1024, 1040, 1058, 1062, 1073, 1106, 1138, 1148, 1198, 1213, 1231, 1237, 1239, 1251, 1255, 1269, 1281, 1300, 1306, 1315, 1323, 1350, 1361, 1395]
84	198721.json	[4, 34, 105, 150, 160, 164, 171, 191, 211, 221, 251, 267, 302, 316, 326, 331, 338, 343, 377, 409, 428, 457, 461, 481, 527, 549, 554, 558, 609, 614, 615, 619, 623, 631, 675, 682, 692, 709, 755, 760, 770, 779, 789, 824, 848, 856, 870, 883, 904, 951, 952, 990, 997, 1004, 1010, 1014, 1036, 1039, 1071, 1083, 1098, 1110, 1130, 1131, 1177, 1184, 1187, 1193, 1242, 1277, 1279, 1327, 1332, 1349, 1363, 1370, 1385, 1392]
85	198722.json	[5, 33, 45, 138, 162, 166, 167, 175, 184, 190, 206, 216, 252, 256, 262, 268, 288, 309, 317, 322, 330, 339, 340, 344, 355, 387, 409, 423, 435, 468, 478, 484, 501, 504, 549, 554, 570, 582, 607, 663, 722, 734, 738, 746, 754, 783, 786, 789, 798, 803, 822, 823, 848, 869, 881, 920, 925, 939, 945, 946, 949, 976, 1017, 1034, 1036, 1060, 1093, 1094, 1110, 1133, 1182, 1229, 1233, 1278, 1298, 1303, 1343, 1349, 1370]
86	198724.json	[15, 24, 33, 47, 55, 93, 110, 113, 146, 147, 158, 175, 199, 206, 254, 288, 331, 379, 396, 409, 418, 435, 448, 451, 468, 487, 497, 501, 534, 593, 600, 641, 657, 680, 696, 734, 789, 809, 810, 811, 822, 837, 840, 861, 866, 869, 885, 907, 909, 945, 969, 1021, 1036, 1048, 1071, 1078, 1080, 1091, 1097, 1107, 1110, 1113, 1140, 1156, 1158, 1165, 1182, 1195, 1199, 1210, 1232, 1266, 1273, 1304, 1310, 1343, 1345, 1356, 1370, 1377, 1378]
87	198725.json	[21, 38, 45, 73, 76, 86, 92, 105, 116, 173, 175, 179, 187, 189, 193, 200, 230, 241, 273, 285, 302, 318, 329, 382, 393, 397, 398, 405, 452, 466, 467, 518, 524, 526, 540, 543, 544, 599, 601, 628, 644, 647, 648, 661, 666, 673, 686, 712, 736, 741, 750, 762, 775, 797, 832, 852, 870, 910, 938, 944, 946, 952, 983, 996, 1002, 1036, 1042, 1048, 1049, 1067, 1081, 1082, 1087, 1089, 1135, 1141, 1155, 1172, 1181, 1184, 1206, 1208, 1212, 1223, 1277, 1289, 1297, 1319, 1321, 1331, 1333, 1349, 1354, 1375, 1388]
88	198726.json	[13, 31, 43, 45, 48, 66, 88, 92, 117, 119, 127, 152, 153, 159, 192, 208, 213, 302, 304, 313, 334, 337, 364, 365, 366, 393, 398, 406, 407, 413, 422, 425, 469, 493, 498, 499, 503, 553, 558, 589, 591, 595, 599, 624, 631, 642, 659, 662, 665, 666, 686, 689, 690, 702, 712, 715, 742, 761, 762, 787, 797, 812, 850, 887, 934, 944, 973, 979, 982, 988, 994, 1004, 1007, 1015, 1050, 1109, 1112, 1117, 1123, 1125, 1135, 1157, 1176, 1191, 1206, 1208, 1212, 1240, 1247, 1265, 1282, 1288, 1301, 1312, 1329, 1333, 1371, 1390]
89	198727.json	[1, 4, 19, 39, 102, 129, 133, 139, 164, 174, 223, 233, 251, 259, 268, 270, 314, 328, 336, 347, 390, 410, 428, 433, 443, 461, 465, 500, 517, 529, 531, 549, 554, 564, 565, 573, 574, 579, 604, 607, 688, 692, 709, 729, 739, 753, 777, 779, 782, 796, 824, 856, 863, 867, 876, 877, 900, 903, 904, 920, 941, 951, 956, 971, 977, 980, 985, 1014, 1029, 1030, 1039, 1058, 1059, 1062, 1098, 1106, 1138, 1148, 1204, 1213, 1238, 1250, 1255, 1263, 1269, 1279, 1281, 1306, 1311, 1315, 1318, 1334, 1365]
90	198728.json	[3, 18, 20, 29, 43, 48, 54, 65, 85, 88, 116, 119, 120, 136, 156, 159, 188, 263, 268, 303, 305, 337, 366, 393, 406, 422, 425, 458, 459, 466, 469, 491, 519, 559, 570, 589, 591, 599, 611, 628, 642, 644, 674, 678, 686, 690, 715, 724, 725, 740, 754, 797, 801, 812, 850, 855, 875, 887, 894, 910, 937, 950, 963, 978, 979, 982, 988, 994, 996, 1006, 1015, 1031, 1081, 1089, 1109, 1125, 1135, 1178, 1185, 1190, 1192, 1197, 1206, 1216, 1223, 1236, 1265, 1268, 1282, 1299, 1301, 1326, 1331, 1355, 1381]
